Date,USD,EUR,RUR
2015-07-29,22.039591,24.298649,0.36597
2015-07-30,22.073558,24.347134,0.36933
2015-07-31,21.611775,23.675700,0.36636
2015-08-03,21.126666,23.169615,0.35009
2015-08-04,21.717484,23.782817,0.34766
2015-08-05,21.714134,23.826919,0.34512
2015-08-06,21.565865,23.470131,0.34385
2015-08-07,21.484096,23.385438,0.33640
2015-08-10,21.089882,23.074440,0.33036
2015-08-11,21.262951,23.304194,0.32967
2015-08-12,21.371550,23.626249,0.33811
2015-08-13,21.385392,23.855405,0.32892
2015-08-14,21.396247,23.769091,0.33432
2015-08-17,21.757665,24.305488,0.33506
2015-08-18,22.018809,24.440878,0.33615
2015-08-19,22.087367,24.428628,0.33553
2015-08-20,22.066173,24.363262,0.33575
2015-08-21,22.030769,24.637009,0.32901
2015-08-25,22.095544,24.925983,0.32435
2015-08-26,22.623411,26.030497,0.32344
2015-08-27,21.425702,24.429585,0.30911
2015-08-28,21.317065,24.054176,0.31606
2015-08-31,21.185441,23.871755,0.31868
2015-09-01,21.805419,24.454777,0.32684
2015-09-02,21.798518,24.492815,0.33357
2015-09-03,21.988664,24.748241,0.32979
2015-09-04,22.015573,24.721287,0.32854
2015-09-07,21.942791,24.439881,0.32419
2015-09-08,22.117574,24.652248,0.32295
2015-09-09,22.416926,25.021773,0.32586
2015-09-10,21.968932,24.471193,0.32488
2015-09-11,21.739039,24.315115,0.31738
2015-09-14,21.698655,24.450044,0.31905
2015-09-15,21.952695,24.817522,0.32304
2015-09-16,21.998165,24.901923,0.32756
2015-09-17,21.822599,24.502414,0.33101
2015-09-18,21.598093,24.431763,0.33044
2015-09-21,21.639391,24.710021,0.32965
2015-09-22,21.855146,24.587039,0.33041
2015-09-23,21.738564,24.249368,0.32850
2015-09-24,21.575129,24.056269,0.32669
2015-09-25,21.464469,24.128210,0.32270
2015-09-28,21.615991,24.103992,0.32915
2015-09-29,21.588351,24.114188,0.32936
2015-09-30,21.527544,24.119460,0.32501
2015-10-01,21.295636,23.857501,0.32396
2015-10-02,21.153307,23.592283,0.32527
2015-10-05,21.147443,23.600546,0.32070
2015-10-06,21.215640,23.837893,0.32329
2015-10-07,21.264049,23.866769,0.32666
2015-10-08,21.270167,23.962970,0.33920
2015-10-09,21.299291,23.970222,0.34191
2015-10-12,21.496208,24.423992,0.35069
2015-10-13,21.817734,24.813309,0.35677
2015-10-15,21.932784,24.946349,0.35248
2015-10-16,21.690618,24.811898,0.34848
2015-10-19,21.297699,24.194186,0.34710
2015-10-20,21.617536,24.499154,0.35184
2015-10-21,21.988927,25.008007,0.35374
2015-10-22,22.609278,25.670574,0.36099
2015-10-23,22.280585,25.206026,0.35485
2015-10-26,22.574677,25.021772,0.36453
2015-10-27,22.905896,25.221682,0.36647
2015-10-28,22.863258,25.289050,0.36005
2015-10-29,22.886491,25.369675,0.35040
2015-10-30,22.903985,25.034056,0.35693
2015-11-02,22.993727,25.332189,0.35719
2015-11-03,23.015217,25.390387,0.36074
2015-11-04,23.019410,25.266104,0.36051
2015-11-05,23.081425,25.239538,0.36148
2015-11-06,22.925534,24.949859,0.36161
2015-11-09,22.648966,24.605837,0.35565
2015-11-10,22.754934,24.520717,0.35191
2015-11-11,22.761335,24.379666,0.35349
2015-11-12,22.756907,24.386302,0.35244
2015-11-13,22.917230,24.581021,0.35013
2015-11-16,23.059785,24.821553,0.34606
2015-11-17,23.207025,24.884893,0.34918
2015-11-18,23.771078,25.363740,0.36303
2015-11-19,23.913585,25.506230,0.36916
2015-11-20,23.839146,25.476895,0.36725
2015-11-23,23.984576,25.634715,0.36975
2015-11-24,24.063619,25.582033,0.36684
2015-11-25,23.949241,25.508337,0.36496
2015-11-26,23.771646,25.164664,0.36304
2015-11-27,23.597302,25.041457,0.35926
2015-11-30,23.884656,25.269966,0.36058
2015-12-01,23.948086,25.334680,0.35884
2015-12-02,23.841563,25.272057,0.35983
2015-12-03,23.647700,25.094939,0.35432
2015-12-04,23.088807,24.638066,0.34070
2015-12-07,23.648624,25.781730,0.34947
2015-12-08,23.450698,25.347859,0.34227
2015-12-09,22.913187,24.918091,0.33063
2015-12-10,22.894918,25.049330,0.33085
2015-12-11,23.368319,25.571951,0.33762
2015-12-14,23.860094,26.126803,0.34492
2015-12-15,23.811620,26.152302,0.33908
2015-12-16,23.451305,25.772984,0.33110
2015-12-17,23.519276,25.713624,0.33407
2015-12-18,23.487675,25.462988,0.33278
2015-12-21,23.546414,25.514894,0.33014
2015-12-22,23.518152,25.564231,0.33005
2015-12-23,23.146841,25.350420,0.32546
2015-12-24,22.997289,25.103841,0.32421
2015-12-25,22.964482,25.139218,0.33035
2015-12-28,23.137486,25.328606,0.32927
2015-12-29,23.807482,26.097762,0.33633
2015-12-30,23.790721,26.055598,0.32812
2015-12-31,24.000667,26.223129,0.32931
2016-01-06,23.783691,25.557954,0.32612
2016-01-11,23.502697,25.246597,0.32226
2016-01-12,23.504365,25.591553,0.30947
2016-01-13,23.266758,25.211859,0.30373
2016-01-14,23.641960,25.571144,0.30934
2016-01-15,23.950773,26.089577,0.31299
2016-01-16,24.187399,26.398127,0.31591
2016-01-18,24.382961,26.611564,0.31846
2016-01-19,24.637118,26.834749,0.31318
2016-01-20,24.844282,27.000766,0.31654
2016-01-21,24.661043,26.897800,0.31035
2016-01-22,24.521735,26.711526,0.30860
2016-01-25,24.792164,26.795371,0.30770
2016-01-26,24.829818,26.853448,0.31916
2016-01-27,24.848956,26.928814,0.30363
2016-01-28,24.870474,27.078972,0.31483
2016-01-29,25.151769,27.422974,0.32510
2016-02-01,25.555029,27.906092,0.33995
2016-02-02,25.448377,27.698014,0.33342
2016-02-03,25.872756,28.250462,0.33201
2016-02-04,25.698375,28.096033,0.32423
2016-02-05,25.892673,29.015329,0.33864
2016-02-08,25.912994,29.027736,0.33505
2016-02-09,25.877397,28.726498,0.33668
2016-02-10,25.944535,29.151280,0.32975
2016-02-11,25.941180,29.201986,0.32808
2016-02-12,26.083668,29.597138,0.32970
2016-02-15,26.147430,29.481227,0.32892
2016-02-16,26.818080,29.982613,0.34480
2016-02-17,27.019798,30.170306,0.35438
2016-02-18,26.723709,29.759522,0.34327
2016-02-19,26.462253,29.330761,0.35069
2016-02-22,26.855762,29.799154,0.35167
2016-02-23,27.014507,29.786195,0.35023
2016-02-24,27.233858,29.962691,0.35308
2016-02-25,27.218630,29.888778,0.35630
2016-02-26,27.248642,30.047078,0.35669
2016-02-29,27.054389,29.776061,0.36029
2016-03-01,27.094802,29.500820,0.35698
2016-03-02,27.085229,29.447061,0.36575
2016-03-03,26.810762,29.105763,0.36415
2016-03-04,26.213621,28.575468,0.35508
